Job Title,Job Info,Position,Employer,City,Province,Skill,Seniority,Work Type,Industry Type,Min_Salary,Max_Salary,Avg_Salary
Systems and Data Analysts,Data Analyst with Python and ETL,Data Analyst,Scotiabank,Toronto,ON,"Computer science, Elasticsearch, Kubernetes, XML, Statistics",ANY,In-Person,Finance,70000.0,93000.0,81500.0
Senior Business Intelligence Analysts,Senior System Business Analyst,System Analyst,Imperial Dade,Saint-Laurent,QC,"Bilingual, Tableau, SQL, ERP systems, Python",Senior,In-Person,Others,80000.0,80000.0,80000.0
Business and Technical Analysts,"Data System Analyst (need -Snowflake, Hadoop, ETL) @ Markham - Hybrid - long Term",System Analyst,Atlantis IT group,Toronto,ON,"Performance tuning, Computer science, Oracle, XML, SAS",ANY,Hybrid,Technology,56000.0,100000.0,78000.0
Systems and Data Analysts,Engineering Project Data Analyst,Data Engineer,CMC ÃƒÆ’Ã¢â‚¬Â°lectronique,Montreal,QC,"Jira, Power BI, SQL, Primavera, Tableau",ANY,In-Person,Others,69000.0,80000.0,74500.0
Senior Data Analysts,Data Analyst,Data Analyst,ITK,Ottawa,ON,"Tableau, Computer operation, Word processing, Statistics, Python",ANY,In-Person,Technology,53000.0,84000.0,68500.0
Senior Supply Chain Data Analysts,Business Analyst - 355 - Remote,Business Analyst,Voyageur Aviation Corp,North Bay,ON,"Python, No SQL, Power BI, SQL, Statistics",ANY,Remote,Transportation,70000.0,87000.0,78500.0
Senior Data Analysts,Data Systems Analyst,System Analyst,Riverdale Poultry,Kitchener,ON,"Computer operation, Power BI, SQL, R, Statistics",ANY,In-Person,Others,35000.0,65000.0,50000.0
Business Systems Analysts,Business Analyst ( Data Mining ),Business Analyst,Atlantis IT group,Toronto,ON,"Jira, Data mining, Python, Presentation skills, No SQL",ANY,In-Person,Technology,60000.0,99000.0,79500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Dawn InfoTek Inc.,Scarborough,ON,"Jira, Power BI, SQL, Office Suite, SQL",ANY,In-Person,Others,93600.0,114400.0,104000.0
Senior Data Analysts,Technical Data Analyst,Data Analyst,CNOOC International,Calgary,AB,"ArcGIS, Power BI, SQL, R, Data management",ANY,In-Person,Others,60000.0,100000.0,80000.0
Senior Data Analysts,Data Analyst,Data Analyst,Atlantis IT group,Winnipeg,MB,"SAP, Tableau, SQL, Statistics, Organizational skills",ANY,In-Person,Technology,42000.0,69000.0,55500.0
Business and Marketing Analysts,Business Analyst -Pharmacy,Business Analyst,Atlantis IT group,Toronto,ON,"Business analysis, Statistics, No SQL",ANY,In-Person,Technology,65000.0,87000.0,76000.0
Senior Data Analysts,Program Data Analyst,Data Analyst,Nova Scotia School Boards (NSSB),Berwick,NS,"No SQL, SQL, Microsoft Outlook, SAP, Filing",ANY,In-Person,Education,47000.0,58000.0,52500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,CBIG- Canadian Benefits Invst & Ins Grp,Prince George,BC,"Python, No SQL, SQL, Microsoft Outlook, Sales",ANY,In-Person,Technology,50000.0,60000.0,55000.0
Senior Data Analysts,Treasury Data Analyst,Data Analyst,GFL Environmental,Vaughan,ON,"Crystal Reports, SQL, Microsoft Access, JD Edwards, DB2",ANY,In-Person,Others,70000.0,76000.0,73000.0
Systems and Data Analysts,Data Analyst - Regular Full-Time,Data Analyst,District of Squamish,Squamish,BC,"Computer science, Customer service, System architecture, Databases, SQL",ANY,In-Person,Others,87734.4,87734.4,87734.4
Business and Technical Analysts,Data & Insights Analyst/Analyste de donnÃƒÆ’Ã‚Â©es et perspectives,Analyst,World Anti-Doping Agency,Montreal,QC,"Bilingual, Tableau, Statistics, Spanish, Power BI",ANY,In-Person,Others,64123.59,86600.0,75361.795
Business and Technical Analysts,"Data Analyst, BORN Ontario, Permanent Full Time (1.0) / Analyste de donnÃƒÆ’Ã‚Â©es, BORN Ontario - Poste ÃƒÆ’Ã‚Â  temps plein (1,0)",Data Analyst,CHEO,Ottawa,ON,"Bilingual, Tableau, Statistical software, Computer science, SQL",ANY,In-Person,Others,72883.2,89440.0,81161.6
Systems and Data Analysts,Data Quality and Management Analyst,Analyst,Flexiti,Ontario,Undef,"Azure, SQL, NoSQL, Google Cloud Platform, Databases",ANY,In-Person,Technology,76000.0,89440.0,82720.0
Systems and Data Analysts,Copy of Data Analyst and Solution Developer,Developer,INLAN,Remote,Undef,"Databases, C++, Machine learning, Python",ANY,Remote,Others,76000.0,89440.0,82720.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Canadian Nuclear Laboratories,Remote,Undef,"Power BI, SQL, Primavera, Quality management, Office Suite",ANY,Remote,Others,65000.0,87000.0,76000.0
Business Systems Analysts,business data analyst,Data Analyst,Altec Global Capital Inc.,North York,Undef,"Python, Java, Statistics, C++, C",ANY,In-Person,Technology,93600.0,93600.0,93600.0
Senior Business Intelligence Analysts,Business Intelligence Analyst/Developer,Developer,Progi,Remote,ON,"Power BI, Cloud infrastructure, SQL, Azure, C#",ANY,Remote,Others,68000.0,88300.0,78150.0
Systems and Data Analysts,Programs Data Analyst,Data Analyst,Owen Sound Family Health Team,Owen Sound,ON,"Data mining, Customer service, Statistics, Office Suite, Database management",ANY,In-Person,Healthcare,45344.0,57200.0,51272.0
Senior Business Analysts,Business Intelligence Analyst,BI Analyst,Autodesk,Toronto,ON,"Tableau, Power BI, Data modeling, Business intelligence, D3.js",ANY,In-Person,Others,80000.0,124000.0,102000.0
Systems and Data Analysts,Signal Processing Engineer and Data Analyst,Data Engineer,INLAN,Remote,Undef,Databases,ANY,Remote,Others,76000.0,89440.0,82720.0
Business and Marketing Analysts,IT Business Analyst,Business Analyst,Roots,Toronto,ON,"Oracle, No SQL",ANY,In-Person,Others,58000.0,75000.0,66500.0
Senior Supply Chain Data Analysts,Intermediate Data Support Analyst (6-Month Contract),Analyst,AGF Management Limited,Toronto,ON,"Investment, SQL, Relational databases, Maintenance, Bloomberg",Mid,In-Person,Technology,68000.0,81000.0,74500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,"SupplyOne Canada, Inc.",Brampton,ON,"Power BI, SQL, Azure, APIs, No SQL",ANY,In-Person,Others,60000.0,70000.0,65000.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Halifax,NS,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Senior,In-Person,Healthcare,61000.0,61000.0,61000.0
Senior Data Analysts,Staff Data Analyst,Data Analyst,HelloFresh,Toronto,ON,"SQL, Tableau, SQL, Statistical analysis, Statistics",ANY,In-Person,Others,81000.0,110000.0,95500.0
Systems and Data Analysts,Data Analyst and Reporting Tools Developer,Developer,Fidelity Investments,Toronto,ON,"Power BI, SQL, Microsoft Access, Business analysis, Tableau",ANY,In-Person,Technology,70000.0,100000.0,85000.0
Senior Data Analysts,Strategic Data Analyst,Data Analyst,Element Fleet Management,Mississauga,ON,"Cognos, Crystal Reports, Power BI, SQL, Microsoft Access",ANY,In-Person,Others,78000.0,93000.0,85500.0
Business Systems Analysts,Business Data Analyst,Data Analyst,Scotiabank,Toronto,ON,"Python, No SQL, SQL, Big data, Business analysis",ANY,In-Person,Finance,75000.0,100000.0,87500.0
Senior Data Analysts,DATA ANALYST,Data Analyst,HKJ Marketing,Vancouver,BC,"SQL, Business intelligence, R, Tableau, SQL",ANY,In-Person,Others,53000.0,84000.0,68500.0
Systems and Data Analysts,Advanced Data Analyst - Frostbite,Data Analyst,Electronic Arts,Vancouver,BC,"Statistics, Power BI, Azure, Google Cloud Platform, SQL",Senior,In-Person,Others,108000.0,147000.0,127500.0
Senior Supply Chain Data Analysts,Supply Chain BI Solutions Analyst,Analyst,Pet Valu,Midtown Toronto,ON,"Cognos, Computer science, Power BI, SQL, Microsoft Outlook",ANY,In-Person,Others,52000.0,68000.0,60000.0
Systems and Data Analysts,Healthcare Research & Data Analyst- Medtech Insights,Data Analyst,Clarivate,Toronto,ON,"SQL, Statistics",ANY,In-Person,Others,83000.0,104000.0,93500.0
Business Systems Analysts,Business System Analyst -Data Engineer,Data Engineer,Esolutions,Toronto,ON,"Oracle, SQL, Data warehouse, Python, Hadoop",ANY,In-Person,Consulting,85816.8,91520.0,88668.4
Senior Business Analysts,Business Analyst/Data Analyst,Business Analyst,Swiss RE,Toronto,ON,"Power BI, Oracle, Waterfall, Relational databases, Data structures",ANY,In-Person,Others,81000.0,114000.0,97500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,BMO Financial Group,Toronto,ON,"SQL, Statistics, Agile, Test cases, Business requirements",ANY,In-Person,Finance,60000.0,112000.0,86000.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,Electronic Arts,Toronto,ON,"Power BI, Big data, Tableau, SQL, A/B testing",Senior,In-Person,Others,89000.0,123000.0,106000.0
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,SULYMON GLOBAL INC.,North York,ON,"Oracle, Python, SQL, Computer skills, Python",ANY,In-Person,Others,90480.0,90480.0,90480.0
Business and Technical Analysts,Oracle ERP Data Analyst ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Reconciliation Specialist,Data Specialist,AstraNorth,Brampton,ON,"Power BI, SQL, Oracle, Supply chain, R",Senior,In-Person,Others,43000.0,93000.0,68000.0
Business Systems Analysts,business data analyst,Data Analyst,Siga Home Comfort Inc.,North York,ON,Python,ANY,In-Person,Others,90001.6,90001.6,90001.6
Senior Data Analysts,Senior Data Analyst,Data Analyst,SickKids,Toronto,ON,"Statistics, SAS, R, SQL, Machine learning",Senior,In-Person,Others,85000.0,90000.0,87500.0
Business and Technical Analysts,"Analyst, Data valorization",Analyst,Desjardins,Montreal,QC,"Tableau, Statistics",ANY,In-Person,Others,64123.59,86600.0,75361.795
Senior Data Analysts,"Analyst, Data",Analyst,Aecon Group,Toronto,ON,"Power BI, SAP, Spark, R, Primavera",ANY,In-Person,Others,58000.0,80000.0,69000.0
Systems and Data Analysts,Data Analyst (Programming Team),Data Analyst,NMG Consulting,Toronto,ON,"Python, Power BI, SAS, R, Research",ANY,In-Person,Consulting,76000.0,89440.0,82720.0
Senior Supply Chain Data Analysts,Inside Sales Rep & Junior Business Analyst,Business Analyst,Amsterdam Brewery,Toronto,ON,"Computer science, Customer service, Call center, No SQL",Junior,In-Person,Others,60000.0,90000.0,75000.0
Systems and Data Analysts,Python Data Analyst,Data Analyst,TV2 Consulting,Toronto,ON,"Natural language processing, Data analytics, APIs, Python, Analytics",ANY,In-Person,Consulting,137280.0,176800.0,157040.0
Business Systems Analysts,business data analyst,Data Analyst,Edgerise Consulting INC.,Kitchener,ON,"Python, Quality assurance, Usability, Project implementation, IT",ANY,In-Person,Consulting,83200.0,93600.0,88400.0
Senior Data Analysts,Data Engineering Analyst,Data Engineer,Seaspan ULC,North Vancouver,BC,"Performance tuning, Data modeling, Azure, DevOps, Spark",ANY,In-Person,Others,69000.0,85000.0,77000.0
Business and Technical Analysts,Marketing Data Analyst/Analyste des donnÃƒÆ’Ã‚Â©es Marketing,Data Analyst,Playground,Canada,Undef,"Python, No SQL, SQL, Relational databases, R",ANY,In-Person,Others,64123.59,86600.0,75361.795
Senior Data Analysts,Variable Data Programmer - Analyst,Programmer,Formost mediaOne,Brampton,ON,"SQL, Microsoft Outlook, XML, Visual Basic, Adobe Illustrator",ANY,In-Person,Healthcare,40000.0,60000.0,50000.0
Business Systems Analysts,business data analyst,Data Analyst,tomato e-commerce Inc,Scarborough,ON,"SQL, ADP, Python, Office Suite, Statistics",ANY,In-Person,Retail,90480.0,90480.0,90480.0
Senior Business Intelligence Analysts,Business Intelligence Analyst (Remote - Canada),BI Analyst,Yelp,Remote,Undef,"Statistics, Data modeling, Business intelligence, Tableau, SQL",ANY,Remote,Others,82000.0,180000.0,131000.0
Senior Business Analysts,Senior Data Engineering Analyst,Data Engineer,Loblaw Companies Limited,Brampton,ON,"Jira, Statistics, Computer science, Data mining, Relational databases",Senior,In-Person,Technology,80000.0,105000.0,92500.0
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,Systematic Squad Inc.,Calgary,AB,"Python, No SQL",ANY,In-Person,Others,62400.0,62400.0,62400.0
Systems and Data Analysts,Methods Analyst I - Wellness Data Analyst,Data Analyst,City of Edmonton,Edmonton,AB,"Power BI, SQL, Microsoft Access, Business intelligence, Business analysis",Junior,In-Person,Technology,81000.0,101000.0,91000.0
Business and Technical Analysts,Program/Data Analyst,Data Analyst,AppleOne,Vancouver,BC,"No SQL, SQL, Microsoft Outlook, Project planning, Writing skills",ANY,In-Person,Others,54000.0,57200.0,55600.0
Senior Supply Chain Data Analysts,Continuous Improvement Analyst,Analyst,Gay Lea Foods,Teeswater,ON,"Python, SQL, Supply chain, Visio, Change management",ANY,In-Person,Others,68500.0,87000.0,77750.0
Systems and Data Analysts,"Analyst, Human Resources Analytics",Analyst,Ontario Health,Toronto,ON,"Tableau, SQL, Data mining, Statistics, Human resources",ANY,In-Person,Healthcare,62000.0,80000.0,71000.0
Systems and Data Analysts,Human Resources Systems Analyst,System Analyst,Dexterra Group,Toronto,ON,"SQL, Financial auditing, ADP, HRIS",ANY,In-Person,Others,80000.0,92000.0,86000.0
Business and Technical Analysts,BI Analyst,Analyst,Fusemachines,Remote,Undef,"Computer science, Power BI, Data modeling, Business intelligence, Tableau",ANY,Remote,Others,64123.59,86600.0,75361.795
Senior Supply Chain Data Analysts,Technical Analyst II,Analyst,Benevity,Calgary,AB,"FTP, SFTP, Pentaho, XML, SQL",Mid,In-Person,Technology,57000.0,62000.0,59500.0
Business and Technical Analysts,Developpeur Power-BI SÃƒÆ’Ã‚Â©nior,Other,CGI,Montreal,QC,"Jira, Power BI, Agile, Cloud computing, Chef",ANY,In-Person,Others,63000.0,120000.0,91500.0
Business and Technical Analysts,"Senior Data System Analyst ( Snowflake, Hadoop, ETL , Informatica)",System Analyst,Atlantis IT group,Markham,ON,"Performance tuning, Computer science, Oracle, XML, SAS",Senior,In-Person,Technology,56000.0,100000.0,78000.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,Blacksmith Agency,Remote,Undef,"Keyword research, Business analysis, Python, Research, Taxonomy",Senior,Remote,Technology,66000.0,84500.0,75250.0
Senior Business Analysts,"Analyst, Business Intelligence",BI Analyst,Bell,Toronto,ON,"Jira, Bilingual, Tableau, Pegasystems, Data modeling",ANY,In-Person,Others,72000.0,86000.0,79000.0
Senior Data Analysts,Enterprise Data Analyst,Data Analyst,Workstream,Vancouver,BC,"Salesforce, Statistics, Tableau, SQL, Business development",ANY,In-Person,Others,115000.0,156000.0,135500.0
Business and Marketing Analysts,Media Analyst,Analyst,Babylist,Remote,Undef,"SQL, Data mining, Sales, SQL, Content strategy",ANY,Remote,Others,137280.0,180000.0,158640.0
Systems and Data Analysts,"DATA QUALITY ANALYST, TFT",Analyst,Niagara Health System,St. Catharines,ON,"Crystal Reports, Writing skills, Office Suite, Statistics, Computer skills",ANY,In-Person,Healthcare,83449.59999999999,94411.2,88930.4
Business Systems Analysts,business data analyst,Data Analyst,Tecqify Solutions Inc,Abbotsford,BC,Python,ANY,In-Person,Consulting,97760.0,97760.0,97760.0
Senior Data Analysts,Global Data Analyst,Data Analyst,Dentons,Remote,Undef,"Azure, Node.js, React, DevOps, C#",ANY,Remote,Others,69000.0,86000.0,77500.0
Business Systems Analysts,business data analyst,Data Analyst,Infin8 Brands Inc,Markham,ON,Python,ANY,In-Person,Others,68000.0,68000.0,68000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Windsor Essex Community Housing Corporation,Windsor,ON,"Computer operation, Power BI, SQL, Yardi, SQL",ANY,In-Person,Technology,57000.0,78000.0,67500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Windsor Essex Community Housing Corporation,Windsor,NS,"Computer operation, Power BI, SQL, Yardi, SQL",ANY,In-Person,Technology,57000.0,78000.0,67500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Windsor Essex Community Housing Corporation,Windsor,QC,"Computer operation, Power BI, SQL, Yardi, SQL",ANY,In-Person,Technology,57000.0,78000.0,67500.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,OGGN Inc.,Remote,Undef,"Bilingual, Tableau, Azure, Business intelligence, SAS",Senior,Remote,Others,69000.0,86000.0,77500.0
Business Systems Analysts,Business System Analyst - Data Engineer,Data Engineer,AstraNorth,Toronto,ON,"Oracle, SQL, Data warehouse, Python, Hadoop",ANY,In-Person,Others,60000.0,90000.0,75000.0
Financial and Operational Analysts,Intermediate Analyst,Analyst,WestJet,Canada,Undef,"CI/CD, Knowledge management, Azure, PCI, SCCM",Mid,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Analysts,GenAI Business Analyst,Business Analyst,Paralucent,Remote,Undef,"R, Research, Tableau, Statistics, Project management",ANY,Remote,Others,66000.0,84500.0,75250.0
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,Snappay Inc.,Mississauga,ON,"Python, SASS, Computer skills, Linux, Data warehouse",ANY,In-Person,Others,80000.0,100000.0,90000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,AlertDriving,Toronto,ON,"Project management, Contracts, Project management methodology, LMS, Business requirements",ANY,In-Person,Others,57000.0,98000.0,77500.0
Financial and Operational Analysts,Product Analyst,Analyst,Absorb Software,Remote,Undef,"Jira, Computer science, Power BI, R, Statistics",ANY,Remote,Technology,50000.0,76458.0,63229.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Tekshapers Inc,Toronto,ON,"Data modeling, Statistics, SQL, AWS, Hadoop",ANY,In-Person,Others,100000.0,100000.0,100000.0
Senior Supply Chain Data Analysts,"Associate PM/Business Analyst (Open to North, Central, and South America)",Data Associate,Function Health,Remote,Undef,"Jira, Power BI, SQL, Business analysis, Google Cloud Platform",Mid,Remote,Healthcare,68500.0,87000.0,77750.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Cargojet Airways LTD.,Mississauga,ON,"No SQL, Power BI, SQL, Financial auditing, ERP systems",ANY,In-Person,Automotive,65000.0,91000.0,78000.0
Systems and Data Analysts,information technology (IT) data analyst,Data Analyst,Six side Logistics,Mississauga,ON,"Python, No SQL",ANY,In-Person,Transportation,89440.0,89440.0,89440.0
Business Systems Analysts,Business Data Analyst,Data Analyst,Dawn InfoTek Inc.,Toronto,ON,"Computer science, Azure, Business analysis, Google Cloud Platform, AWS",ANY,In-Person,Others,135200.0,156000.0,145600.0
Systems and Data Analysts,Part-time Data Quality Analyst (Fraud Investigation),Analyst,owl.co,Toronto,ON,"Research, Natural language processing, Typing, No SQL",ANY,In-Person,Others,41600.0,57200.0,49400.0
